qualtrics_id,instrument,tuning_step,pct_maj,explicit_rtg
4475978126,piano,4,0.625,4
4475978126,piano,5,0.625,4
4475978126,violin,1,0.125,3
4475978126,violin,2,0.25,3
4475978126,violin,3,0.5,3
4475978126,violin,4,0.375,3
4475978126,violin,5,0.375,3
4475978126,oboe,1,0.25,2
4475978126,oboe,2,0.375,2
4475978126,oboe,3,0.5,2
4475978126,oboe,4,0.75,2
4475978126,oboe,5,0.375,2
4721459480,xylophone,1,0,3
4721459480,xylophone,2,0.125,3
4721459480,xylophone,3,1,3
4721459480,xylophone,4,1,3
4721459480,xylophone,5,1,3
4721459480,trumpet,1,0,2
4721459480,trumpet,2,0,2
4721459480,trumpet,3,1,2
4721459480,trumpet,4,1,2
4721459480,trumpet,5,1,2
4721459480,piano,1,0,2
4721459480,piano,2,0,2
4721459480,piano,3,0.75,2
4721459480,piano,4,1,2
4721459480,piano,5,1,2
4721459480,violin,1,0,2
4721459480,violin,2,0,2
4721459480,violin,3,1,2
4721459480,violin,4,1,2
4721459480,violin,5,1,2
4721459480,oboe,1,0,2
4721459480,oboe,2,0,2
4721459480,oboe,3,0.5,2
4721459480,oboe,4,1,2
4721459480,oboe,5,1,2
5041247779,xylophone,1,0,3
5041247779,xylophone,2,0,3
5041247779,xylophone,3,0.5,3
5041247779,xylophone,4,1,3
5041247779,xylophone,5,1,3
5041247779,trumpet,1,0,2
5041247779,trumpet,2,0,2
5041247779,trumpet,3,0.25,2
5041247779,trumpet,4,0.75,2
5041247779,trumpet,5,0.875,2
5041247779,piano,1,0,3
5041247779,piano,2,0,3
5041247779,piano,3,0.125,3
5041247779,piano,4,0.875,3
5041247779,piano,5,1,3
5041247779,violin,1,0,1
5041247779,violin,2,0,1
5041247779,violin,3,0,1
5041247779,violin,4,0.625,1
5041247779,violin,5,0.875,1
5041247779,oboe,1,0,2
5041247779,oboe,2,0,2
5041247779,oboe,3,0.125,2
5041247779,oboe,4,0.75,2
5041247779,oboe,5,0.875,2
5099255339,xylophone,1,0.25,3
5099255339,xylophone,2,0.625,3
5099255339,xylophone,3,1,3
5099255339,xylophone,4,1,3
5099255339,xylophone,5,1,3
5099255339,trumpet,1,0.5,2
5099255339,trumpet,2,0.25,2
5099255339,trumpet,3,0.625,2
5099255339,trumpet,4,1,2
5099255339,trumpet,5,1,2
5099255339,piano,1,0,3
5099255339,piano,2,0.375,3
5099255339,piano,3,0.375,3
5099255339,piano,4,1,3
5099255339,piano,5,1,3
5099255339,violin,1,0.125,2
5099255339,violin,2,0.625,2
5099255339,violin,3,0.25,2
5099255339,violin,4,0.5,2
5099255339,violin,5,1,2
5099255339,oboe,1,0,2
5099255339,oboe,2,0,2
5099255339,oboe,3,0.125,2
5099255339,oboe,4,0.625,2
5099255339,oboe,5,0.875,2
5345399037,xylophone,1,0.375,2
5345399037,xylophone,2,0.25,2
5345399037,xylophone,3,0.125,2
5345399037,xylophone,4,0.625,2
5345399037,xylophone,5,0.875,2
5345399037,trumpet,1,0.375,4
5345399037,trumpet,2,0.625,4
5345399037,trumpet,3,0.5,4
5345399037,trumpet,4,0.625,4
5345399037,trumpet,5,0.625,4
5345399037,piano,1,0.25,2
5345399037,piano,2,0.5,2
5345399037,piano,3,0.5,2
5345399037,piano,4,0.5,2
5345399037,piano,5,0.625,2
5345399037,violin,1,0.25,2
5345399037,violin,2,0.375,2
5345399037,violin,3,0.375,2
5345399037,violin,4,0.5,2
5345399037,violin,5,0.5,2
5345399037,oboe,1,0.75,1
5345399037,oboe,2,0.625,1
5345399037,oboe,3,0.375,1
5345399037,oboe,4,0.5,1
5345399037,oboe,5,0.5,1
5405144116,xylophone,1,0,2
5405144116,xylophone,2,0.5,2
5405144116,xylophone,3,0.5,2
5405144116,xylophone,4,0.375,2
5405144116,xylophone,5,0.25,2
5405144116,trumpet,1,0.75,4
5405144116,trumpet,2,0.375,4
5405144116,trumpet,3,0.5,4
5405144116,trumpet,4,0.125,4
5405144116,trumpet,5,0.625,4
5405144116,piano,1,0.25,2
5405144116,piano,2,0.625,2
5405144116,piano,3,0.625,2
5405144116,piano,4,0.625,2
5405144116,piano,5,0.5,2
5405144116,violin,1,0.375,1
5405144116,violin,2,0.5,1
5405144116,violin,3,0.75,1
5405144116,violin,4,0.375,1
5405144116,violin,5,0.625,1
5405144116,oboe,1,0.5,3
5405144116,oboe,2,0.125,3
5405144116,oboe,3,0.625,3
5405144116,oboe,4,0.125,3
5405144116,oboe,5,0.125,3
5684042495,xylophone,1,1,3
5684042495,xylophone,2,0.75,3
5684042495,xylophone,3,0.875,3
5684042495,xylophone,4,0.5,3
5684042495,xylophone,5,0.75,3
5684042495,trumpet,1,0.25,3
5684042495,trumpet,2,0.375,3
5684042495,trumpet,3,0.375,3
5684042495,trumpet,4,0.25,3
5684042495,trumpet,5,0.375,3
5684042495,piano,1,0.125,2
5684042495,piano,2,0.375,2
5684042495,piano,3,0.375,2
5684042495,piano,4,0.25,2
5684042495,piano,5,0.25,2
5684042495,violin,1,0.375,2
5684042495,violin,2,0.5,2
5684042495,violin,3,0,2
5684042495,violin,4,0.25,2
5684042495,violin,5,0.25,2
5684042495,oboe,1,0.375,3
5684042495,oboe,2,0.25,3
5684042495,oboe,3,0.25,3
5684042495,oboe,4,0.25,3
5684042495,oboe,5,0.375,3
6050072818,xylophone,1,0,4
6050072818,xylophone,2,0.25,4
6050072818,xylophone,3,0.25,4
6050072818,xylophone,4,0.375,4
6050072818,xylophone,5,0.75,4
6050072818,trumpet,1,0.125,1
6050072818,trumpet,2,0,1
6050072818,trumpet,3,0.625,1
6050072818,trumpet,4,0.5,1
6050072818,trumpet,5,0.25,1
6050072818,piano,1,0,4
6050072818,piano,2,0.625,4
6050072818,piano,3,0.5,4
6050072818,piano,4,0.75,4
6050072818,piano,5,1,4
6050072818,violin,1,0.5,3
6050072818,violin,2,0.625,3
6050072818,violin,3,0.75,3
6050072818,violin,4,0.875,3
6050072818,violin,5,1,3
6050072818,oboe,1,0,1
6050072818,oboe,2,0,1
6050072818,oboe,3,0.125,1
6050072818,oboe,4,0.125,1
6050072818,oboe,5,0.125,1
6141459621,xylophone,1,0.5,2
6141459621,xylophone,2,0.625,2
6141459621,xylophone,3,1,2
6141459621,xylophone,4,1,2
6141459621,xylophone,5,1,2
6141459621,trumpet,1,0.125,3
6141459621,trumpet,2,0.125,3
6141459621,trumpet,3,0.75,3
6141459621,trumpet,4,1,3
6141459621,trumpet,5,0.625,3
6141459621,piano,1,0.625,2
6141459621,piano,2,0.5,2
6141459621,piano,3,0.75,2
6141459621,piano,4,0.875,2
6141459621,piano,5,1,2
6141459621,violin,1,0,1
6141459621,violin,2,0,1
6141459621,violin,3,0.625,1
6141459621,violin,4,0.25,1
6141459621,violin,5,0.625,1
6141459621,oboe,1,0,3
6141459621,oboe,2,0.25,3
6141459621,oboe,3,0.375,3
6141459621,oboe,4,0.25,3
6141459621,oboe,5,0.5,3
6323213291,xylophone,1,0,1
6323213291,xylophone,2,0,1
6323213291,xylophone,3,0.25,1
6323213291,xylophone,4,1,1
6323213291,xylophone,5,1,1
6323213291,trumpet,1,0,1
6323213291,trumpet,2,0,1
6323213291,trumpet,3,0,1
6323213291,trumpet,4,1,1
6323213291,trumpet,5,1,1
6323213291,piano,1,0,2
6323213291,piano,2,0,2
6323213291,piano,3,0.125,2
6323213291,piano,4,0.875,2
6323213291,piano,5,1,2
6323213291,violin,1,0,2
6323213291,violin,2,0,2
6323213291,violin,3,0.125,2
6323213291,violin,4,0.875,2
6323213291,violin,5,1,2
6323213291,oboe,1,0,2
6323213291,oboe,2,0,2
6323213291,oboe,3,0,2
6323213291,oboe,4,1,2
6323213291,oboe,5,1,2
6444402078,xylophone,1,0,4
6444402078,xylophone,2,0,4
6444402078,xylophone,3,0.375,4
6444402078,xylophone,4,1,4
6444402078,xylophone,5,1,4
6444402078,trumpet,1,0,3
6444402078,trumpet,2,0,3
6444402078,trumpet,3,0.375,3
6444402078,trumpet,4,0.875,3
6444402078,trumpet,5,1,3
6444402078,piano,1,0,4
6444402078,piano,2,0,4
6444402078,piano,3,0,4
6444402078,piano,4,1,4
6444402078,piano,5,1,4
6444402078,violin,1,0,3
6444402078,violin,2,0,3
6444402078,violin,3,0.5,3
6444402078,violin,4,0.875,3
6444402078,violin,5,1,3
6444402078,oboe,1,0,3
6444402078,oboe,2,0,3
6444402078,oboe,3,0,3
6444402078,oboe,4,0.625,3
6444402078,oboe,5,1,3
6559157051,xylophone,1,0,3
6559157051,xylophone,2,0,3
6559157051,xylophone,3,0.5,3
6559157051,xylophone,4,1,3
6559157051,xylophone,5,1,3
6559157051,trumpet,1,0,2
6559157051,trumpet,2,0,2
6559157051,trumpet,3,0.75,2
6559157051,trumpet,4,1,2
6559157051,trumpet,5,1,2
6559157051,piano,1,0,3
6559157051,piano,2,0,3
6559157051,piano,3,0.375,3
6559157051,piano,4,1,3
6559157051,piano,5,1,3
6559157051,violin,1,0,2
6559157051,violin,2,0.125,2
6559157051,violin,3,0.75,2
6559157051,violin,4,1,2
6559157051,violin,5,0.875,2
6559157051,oboe,1,0,3
6559157051,oboe,2,0,3
6559157051,oboe,3,0.625,3
6559157051,oboe,4,1,3
6559157051,oboe,5,1,3
6783315289,xylophone,1,0.625,2
6783315289,xylophone,2,0.5,2
6783315289,xylophone,3,0.375,2
6783315289,xylophone,4,0.75,2
6783315289,xylophone,5,0.5,2
6783315289,trumpet,1,0.625,4
6783315289,trumpet,2,0.75,4
6783315289,trumpet,3,0.75,4
6783315289,trumpet,4,0.5,4
6783315289,trumpet,5,0.625,4
6783315289,piano,1,0.625,3
6783315289,piano,2,0.75,3
6783315289,piano,3,0.625,3
6783315289,piano,4,0.625,3
6783315289,piano,5,0.25,3
6783315289,violin,1,0.625,3
6783315289,violin,2,0.75,3
6783315289,violin,3,0.75,3
6783315289,violin,4,0.625,3
6783315289,violin,5,0.75,3
6783315289,oboe,1,0.25,1
6783315289,oboe,2,0.375,1
6783315289,oboe,3,0.75,1
6783315289,oboe,4,0.75,1
6783315289,oboe,5,0.5,1
6819144283,xylophone,1,0.375,3
6819144283,xylophone,2,0.25,3
6819144283,xylophone,3,0.625,3
6819144283,xylophone,4,1,3
6819144283,xylophone,5,1,3
6819144283,trumpet,1,0.125,3
6819144283,trumpet,2,0.125,3
6819144283,trumpet,3,0.625,3
6819144283,trumpet,4,0.875,3
6819144283,trumpet,5,1,3
6819144283,piano,1,0.25,2
6819144283,piano,2,0.25,2
6819144283,piano,3,0.5,2
6819144283,piano,4,1,2
6819144283,piano,5,1,2
6819144283,violin,1,0.25,2
6819144283,violin,2,0.125,2
6819144283,violin,3,0.5,2
6819144283,violin,4,0.875,2
6819144283,violin,5,1,2
6819144283,oboe,1,0.125,3
6819144283,oboe,2,0.25,3
6819144283,oboe,3,0.625,3
6819144283,oboe,4,0.75,3
6819144283,oboe,5,1,3
7263097562,xylophone,1,0,3
7263097562,xylophone,2,0,3
7263097562,xylophone,3,0.125,3
7263097562,xylophone,4,1,3
7263097562,xylophone,5,1,3
7263097562,trumpet,1,0,3
7263097562,trumpet,2,0,3
7263097562,trumpet,3,0.125,3
7263097562,trumpet,4,1,3
7263097562,trumpet,5,1,3
7263097562,piano,1,0,3
7263097562,piano,2,0.125,3
7263097562,piano,3,0,3
7263097562,piano,4,0.375,3
7263097562,piano,5,1,3
7263097562,violin,1,0,2
7263097562,violin,2,0.25,2
7263097562,violin,3,0.125,2
7263097562,violin,4,0.75,2
7263097562,violin,5,1,2
7263097562,oboe,1,0,3
7263097562,oboe,2,0,3
7263097562,oboe,3,0,3
7263097562,oboe,4,0.75,3
7263097562,oboe,5,1,3
7404697358,xylophone,1,0.125,2
7404697358,xylophone,2,0.125,2
7404697358,xylophone,3,0.5,2
7404697358,xylophone,4,0.875,2
7404697358,xylophone,5,0.875,2
7404697358,trumpet,1,0,4
7404697358,trumpet,2,0.125,4
7404697358,trumpet,3,0.5,4
7404697358,trumpet,4,1,4
7404697358,trumpet,5,1,4
7404697358,piano,1,0,3
7404697358,piano,2,0,3
7404697358,piano,3,0.375,3
7404697358,piano,4,1,3
7404697358,piano,5,1,3
7404697358,violin,1,0,3
7404697358,violin,2,0,3
7404697358,violin,3,0.125,3
7404697358,violin,4,1,3
7404697358,violin,5,1,3
7404697358,oboe,1,0,3
7404697358,oboe,2,0,3
7404697358,oboe,3,0,3
7404697358,oboe,4,0.375,3
7404697358,oboe,5,0.875,3
7507206303,xylophone,1,0.625,3
7507206303,xylophone,2,0.75,3
7507206303,xylophone,3,1,3
7507206303,xylophone,4,1,3
7507206303,xylophone,5,1,3
7507206303,trumpet,1,0.125,3
7507206303,trumpet,2,0.25,3
7507206303,trumpet,3,0.625,3
7507206303,trumpet,4,1,3
7507206303,trumpet,5,1,3
7507206303,piano,1,0.5,3
7507206303,piano,2,0.5,3
7507206303,piano,3,0.25,3
7507206303,piano,4,1,3
7507206303,piano,5,1,3
7507206303,violin,1,0,2
7507206303,violin,2,0.25,2
7507206303,violin,3,0.75,2
7507206303,violin,4,1,2
7507206303,violin,5,0.875,2
7507206303,oboe,1,0,3
7507206303,oboe,2,0,3
7507206303,oboe,3,0.5,3
7507206303,oboe,4,0.875,3
7507206303,oboe,5,1,3
7516178077,xylophone,1,0.375,1
7516178077,xylophone,2,0.5,1
7516178077,xylophone,3,0.875,1
7516178077,xylophone,4,1,1
7516178077,xylophone,5,1,1
7516178077,trumpet,1,0,2
7516178077,trumpet,2,0,2
7516178077,trumpet,3,0.25,2
7516178077,trumpet,4,0.875,2
7516178077,trumpet,5,0.5,2
7516178077,piano,1,0.125,2
7516178077,piano,2,0.125,2
7516178077,piano,3,0.75,2
7516178077,piano,4,1,2
7516178077,piano,5,1,2
7516178077,violin,1,0.125,2
7516178077,violin,2,0,2
7516178077,violin,3,0.625,2
7516178077,violin,4,0.875,2
7516178077,violin,5,0.75,2
7516178077,oboe,1,0,2
7516178077,oboe,2,0,2
7516178077,oboe,3,0,2
7516178077,oboe,4,0.625,2
7516178077,oboe,5,0.5,2
7849985568,xylophone,1,0,3
7849985568,xylophone,2,0,3
7849985568,xylophone,3,0,3
7849985568,xylophone,4,0.875,3
7849985568,xylophone,5,1,3
7849985568,trumpet,1,0,3
7849985568,trumpet,2,0,3
7849985568,trumpet,3,0,3
7849985568,trumpet,4,0.875,3
7849985568,trumpet,5,1,3
7849985568,piano,1,0.125,3
7849985568,piano,2,0,3
7849985568,piano,3,0,3
7849985568,piano,4,0.5,3
7849985568,piano,5,1,3
7849985568,violin,1,0,3
7849985568,violin,2,0,3
7849985568,violin,3,0,3
7849985568,violin,4,0.5,3
7849985568,violin,5,0.875,3
7849985568,oboe,1,0.125,3
7849985568,oboe,2,0,3
7849985568,oboe,3,0,3
7849985568,oboe,4,0.625,3
7849985568,oboe,5,1,3
8017703570,xylophone,1,0.75,3
8017703570,xylophone,2,0.875,3
8017703570,xylophone,3,0.875,3
8017703570,xylophone,4,1,3
8017703570,xylophone,5,1,3
8017703570,trumpet,1,0.375,4
8017703570,trumpet,2,0.25,4
8017703570,trumpet,3,0.5,4
8017703570,trumpet,4,0.875,4
8017703570,trumpet,5,0.5,4
8017703570,piano,1,0.125,2
8017703570,piano,2,0.25,2
8017703570,piano,3,0.5,2
8017703570,piano,4,0.75,2
8017703570,piano,5,0.625,2
8017703570,violin,1,0.25,3
8017703570,violin,2,0.625,3
8017703570,violin,3,0.625,3
8017703570,violin,4,0.875,3
8017703570,violin,5,0.875,3
8017703570,oboe,1,0.125,2
8017703570,oboe,2,0.125,2
8017703570,oboe,3,0.125,2
8017703570,oboe,4,0.5,2
8017703570,oboe,5,0.5,2
8089229725,xylophone,1,0,2
8089229725,xylophone,2,0.375,2
8089229725,xylophone,3,0.375,2
8089229725,xylophone,4,0.75,2
8089229725,xylophone,5,0.625,2
8089229725,trumpet,1,0,2
8089229725,trumpet,2,0.375,2
8089229725,trumpet,3,0.25,2
8089229725,trumpet,4,0.5,2
8089229725,trumpet,5,0.625,2
8089229725,piano,1,0,3
8089229725,piano,2,0.125,3
8089229725,piano,3,0.125,3
8089229725,piano,4,0.875,3
8089229725,piano,5,0.625,3
8089229725,violin,1,0.125,2
8089229725,violin,2,0.5,2
8089229725,violin,3,0.625,2
8089229725,violin,4,0.875,2
8089229725,violin,5,0.875,2
8089229725,oboe,1,0.125,2
8089229725,oboe,2,0.375,2
8089229725,oboe,3,0.375,2
8089229725,oboe,4,0.375,2
8089229725,oboe,5,0.625,2
9018846073,xylophone,1,0.5,2
9018846073,xylophone,2,0.75,2
9018846073,xylophone,3,1,2
9018846073,xylophone,4,1,2
9018846073,xylophone,5,1,2
9018846073,trumpet,1,0.25,3
9018846073,trumpet,2,0.625,3
9018846073,trumpet,3,0.75,3
9018846073,trumpet,4,1,3
9018846073,trumpet,5,1,3
9018846073,piano,1,0.375,4
9018846073,piano,2,0.375,4
9018846073,piano,3,0,4
9018846073,piano,4,1,4
9018846073,piano,5,1,4
9018846073,violin,1,0.75,2
9018846073,violin,2,0.625,2
9018846073,violin,3,0.75,2
9018846073,violin,4,1,2
9018846073,violin,5,1,2
9018846073,oboe,1,0.125,3
9018846073,oboe,2,0.5,3
9018846073,oboe,3,0.125,3
9018846073,oboe,4,0.625,3
9018846073,oboe,5,0.625,3
9065164044,xylophone,1,0.125,3
9065164044,xylophone,2,0.375,3
9065164044,xylophone,3,0.625,3
9065164044,xylophone,4,1,3
9065164044,xylophone,5,1,3
9065164044,trumpet,1,0.125,3
9065164044,trumpet,2,0.125,3
9065164044,trumpet,3,0.875,3
9065164044,trumpet,4,1,3
9065164044,trumpet,5,0.875,3
9065164044,piano,1,0.125,2
9065164044,piano,2,0.25,2
9065164044,piano,3,0.75,2
9065164044,piano,4,0.875,2
9065164044,piano,5,1,2
9065164044,violin,1,0.25,2
9065164044,violin,2,0.25,2
9065164044,violin,3,0.875,2
9065164044,violin,4,0.875,2
9065164044,violin,5,0.75,2
9065164044,oboe,1,0,2
9065164044,oboe,2,0.125,2
9065164044,oboe,3,0.25,2
9065164044,oboe,4,0.875,2
9065164044,oboe,5,1,2
9800773380,xylophone,1,0,3
9800773380,xylophone,2,0,3
9800773380,xylophone,3,0.5,3
9800773380,xylophone,4,0.875,3
9800773380,xylophone,5,0.875,3
9800773380,trumpet,1,0.125,2
9800773380,trumpet,2,0.125,2
9800773380,trumpet,3,0.625,2
9800773380,trumpet,4,1,2
9800773380,trumpet,5,1,2
9800773380,piano,1,0.125,2
9800773380,piano,2,0.125,2
9800773380,piano,3,0.5,2
9800773380,piano,4,1,2
9800773380,piano,5,1,2
9800773380,violin,1,0.25,1
9800773380,violin,2,0.125,1
9800773380,violin,3,0.25,1
9800773380,violin,4,1,1
9800773380,violin,5,1,1
9800773380,oboe,1,0,2
9800773380,oboe,2,0.125,2
9800773380,oboe,3,0.25,2
9800773380,oboe,4,0.875,2
9800773380,oboe,5,1,2
9969091032,xylophone,1,0.75,3
9969091032,xylophone,2,0.625,3
9969091032,xylophone,3,0.5,3
9969091032,xylophone,4,0.75,3
9969091032,xylophone,5,0.75,3
9969091032,trumpet,1,0,2
9969091032,trumpet,2,0.25,2
9969091032,trumpet,3,0.125,2
9969091032,trumpet,4,0.125,2
9969091032,trumpet,5,0.375,2
9969091032,piano,1,0.5,3
9969091032,piano,2,0.25,3
9969091032,piano,3,0.5,3
9969091032,piano,4,0.75,3
9969091032,piano,5,1,3
9969091032,violin,1,0,2
9969091032,violin,2,0,2
9969091032,violin,3,0.375,2
9969091032,violin,4,0.25,2
9969091032,violin,5,0.375,2
9969091032,oboe,1,0.25,2
9969091032,oboe,2,0.125,2
9969091032,oboe,3,0.375,2
9969091032,oboe,4,0.375,2
9969091032,oboe,5,0.375,2
